Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.94,10800,0.013941754661081836,1.0,0.7707407407407407,0.42364629598105813,0.00019808415481520347,0.2118231479905291,9.904207740757398e-5,0.7622331255801618,0.4003642966787216,0.020327754672666586,0.20018214833936082,0.010163877336333303,0.7688888888888888,0.42304176235813507,0.03235300675600344,0.21152088117906753,0.016176503378001743,"Any[Any[(1, :relationship, ""Any[6]""), (2, :education, ""Any[1, 2, 5]""), (3, :workclass, ""Any[2, 4]""), (4, :occupation, ""Any[1, 4, 10, 12]""), (5, :race, ""Any[1, 2]""), (6, :education, ""Any[1, 3, 4, 6]""), (7, :occupation, ""Any[3, 5, 6]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
