Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.36,10800,0.15094967782486154,0.7332191697149897,0.7655555555555555,0.3852405648728138,0.0025145371680024703,0.19262028243640694,0.001257268584001256,0.7609070415064315,0.4003642966787216,0.022746074783528372,0.20018214833936082,0.011373037391764165,0.7677777777777778,0.3829729911766687,0.018387553041018315,0.19148649558833436,0.009193776520509192,"Any[Any[(1, :fnlwgt, 2.0), (2, :age_group, 0.0), (3, :education, ""Any[5]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
