Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.34,10800,0.16279242430316151,1.0,0.7555555555555555,0.38817714806054604,0.0042914440289176445,0.19408857403027302,0.002145722014458805,0.7618353003580427,0.4003642966787216,0.04636212855179232,0.20018214833936082,0.023181064275896158,0.7544444444444445,0.3847409384288505,0.008762334560823822,0.19237046921442524,0.0043811672804118865,"Any[Any[(1, :fnlwgt, 1.9999999999999947), (2, :native_country, ""Any[]""), (3, :capital, 0.0), (4, :age_group, 3.0), (5, :occupation, ""Any[9]""), (6, :fnlwgt, 0.0), (7, :capital, 2.0)], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
