Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.04,10800,0.21310819009100013,0.9287544362414824,0.7833333333333333,0.37957532861476234,0.12770475227502526,0.1897876643073812,0.06385237613751264,0.7815939530566238,0.4003642966787216,0.12707566859273162,0.20018214833936082,0.06353783429636577,0.778642936596218,0.38167216144377636,0.17522444928643946,0.19083608072188818,0.08761222464321974,"Any[Any[(1, :capital, 1.000000000000004), (2, :marital_status, ""Any[1, 3, 4, 5]""), (3, :capital, 1.9999999999999947)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
