Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.14,10800,0.1860259206873055,0.7100743870374234,0.7985185185185185,0.3852405648728138,0.09108461866594832,0.19262028243640694,0.04554230933297411,0.7814613446492508,0.4003642966787216,0.06447890730254358,0.20018214833936082,0.03223945365127179,0.8022222222222222,0.3829729911766687,0.14386744796928674,0.19148649558833436,0.07193372398464337,"Any[Any[(1, :capital, 1.999999999999993), (2, :education, ""Any[5]""), (3, :occupation, ""Any[3, 6, 7, 8, 9, 11, 14]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
