Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.42,10800,0.15460986381729935,0.9077069682668091,0.7346666666666667,0.24934901679087723,0.001706024961838859,0.12467450839543859,0.0008530124809194017,0.724,0.4619963369963369,0.059523809523809534,0.23099816849816845,0.029761904761904767,0.724,0.4619963369963369,0.059523809523809534,0.23099816849816845,0.029761904761904767,"Any[Any[(1, :Housing, ""Any[1, 3]""), (2, :chek_acc, ""Any[2]""), (3, :property, ""Any[4]""), (4, :present_employmment, ""Any[2, 3, 5]""), (5, :credit_history, ""Any[1, 2, 4]""), (6, :chek_acc, ""Any[1, 2]""), (7, :present_employmment, ""Any[2, 3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
