Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.6,10800,0.09978720780581207,0.9013803998955678,0.7506666666666667,0.24934901679087723,8.979078746526592e-5,0.12467450839543859,4.489539373264684e-5,0.664,0.4619963369963369,0.07051282051282051,0.23099816849816845,0.03525641025641024,0.664,0.4619963369963369,0.07051282051282051,0.23099816849816845,0.03525641025641024,"Any[Any[(1, :purpose, ""Any[2, 4, 5]""), (2, :p_status, ""Any[1, 2]""), (3, :property, ""Any[2, 3, 4]""), (4, :credit_history, ""Any[1]""), (5, :present_employmment, ""Any[2, 3]""), (6, :chek_acc, ""Any[3, 4]""), (7, :credit_history, ""Any[1]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 0.0), (8, 1.0)]]",
