Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.22,10800,0.1919396242247289,1.0,0.7674074074074074,0.42364629598105813,0.047806372738668175,0.2118231479905291,0.02390318636933409,0.7700570216151704,0.4003642966787216,0.023182428382402323,0.20018214833936082,0.011591214191201196,0.7566666666666667,0.42304176235813507,0.018595732346317576,0.21152088117906753,0.009297866173158822,"Any[Any[(1, :capital, 2.9999999999999893), (2, :education, ""Any[5]""), (3, :marital_status, ""Any[]""), (4, :native_country, ""Any[1]""), (5, :fnlwgt, 2.0), (6, :marital_status, ""Any[]""), (7, :marital_status, ""Any[]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 0.0), (5, 1.0), (6, 1.0), (7, 0.0), (8, 1.0)]]",
