Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.22,10800,0.20401012101210061,0.9813501778422948,0.74,0.25508800880088006,0.005500550055005438,0.12754400440044,0.002750275027502691,0.716,0.43265132139812446,0.03452685421994883,0.21632566069906223,0.017263427109974416,0.716,0.43265132139812446,0.03452685421994883,0.21632566069906223,0.017263427109974416,"Any[Any[(1, :saving_amo, ""Any[3, 4]""), (2, :job, ""Any[1, 2, 4]""), (3, :purpose, ""Any[1, 5, 6, 7, 8, 9]""), (4, :present_employmment, ""Any[1, 2, 4, 5]""), (5, :Housing, ""Any[3]""), (6, :chek_acc, ""Any[1]""), (7, :credit_history, ""Any[1, 2]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
