Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.08,10800,0.19352457776279752,1.0,0.7903703703703704,0.37957532861476234,0.008316481294236636,0.1897876643073812,0.004158240647118297,0.7876939397957831,0.4003642966787216,0.06168088413359582,0.20018214833936082,0.030840442066797896,0.7853170189098999,0.38167216144377636,0.043783296638109065,0.19083608072188818,0.02189164831905452,"Any[Any[(1, :capital, 2.0), (2, :capital, 1.0), (3, :age_group, 1.0), (4, :occupation, ""Any[4, 10, 11, 12, 13]""), (5, :capital, -0.0), (6, :workclass, ""Any[1]""), (7, :occupation, ""Any[1, 4, 10, 12, 13, 14]"")], Any[(1, 1.0), (2, 0.0), (3, 0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
