Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.22,10800,0.21350921149741786,0.90424945022826,0.7266666666666667,0.2749277082061267,0.0014055137613622065,0.1374638541030634,0.0007027568806811102,0.696,0.3714495335918666,0.03982811026097896,0.1857247667959333,0.019914055130489494,0.696,0.3714495335918666,0.03982811026097896,0.1857247667959333,0.019914055130489494,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :guatan, ""Any[1, 3]""), (3, :saving_amo, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
