Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.92,10800,0.02130682099704915,0.8723039903382404,0.736,0.3470403086607778,0.00020306630114738655,0.17352015433038892,0.00010153315057370715,0.74,0.1372879451746994,0.1348163127738457,0.06864397258734967,0.06740815638692288,0.74,0.1372879451746994,0.1348163127738457,0.06864397258734967,0.06740815638692288,"Any[Any[(1, :chek_acc, ""Any[1]""), (2, :telephn, ""Any[2]""), (3, :purpose, ""Any[1, 2, 3, 6, 10]""), (4, :purpose, ""Any[1, 5, 6, 7, 10]""), (5, :instalrate, 1.0), (6, :credit_history, ""Any[1, 2]""), (7, :saving_amo, ""Any[1, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
