Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.08,10800,0.20607026811131646,0.8493029968395562,0.7837037037037037,0.38817714806054604,0.08847094398405593,0.19408857403027302,0.044235471992028,0.7937939265349423,0.4003642966787216,0.1064776603487137,0.20018214833936082,0.05323883017435688,0.7844444444444445,0.3847409384288505,0.1083093275910452,0.19237046921442524,0.05415466379552261,"Any[Any[(1, :capital, 2.0000000000000338), (2, :education, ""Any[5]""), (3, :occupation, ""Any[5, 6, 7, 8, 9, 11, 14]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
