Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.14,10800,0.19384637306669533,1.0,0.7859259259259259,0.37957532861476234,0.0695904954499494,0.1897876643073812,0.034795247724974734,0.7935287097201963,0.4003642966787216,0.06716154310937641,0.20018214833936082,0.03358077155468822,0.7897664071190211,0.38167216144377636,0.1211398715477019,0.19083608072188818,0.06056993577385095,"Any[Any[(1, :age_group, 3.999999999999997), (2, :capital, 1.9999999999999964), (3, :capital, 2.0), (4, :education, ""Any[5]""), (5, :occupation, ""Any[2, 3, 5, 7, 8, 9, 11]""), (6, :occupation, ""Any[3, 4, 5, 8, 9, 10, 12]""), (7, :occupation, ""Any[11]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
