Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.0,10800,0.1855555555555557,1.0,0.8144444444444444,0.37957532861476234,0.2457532861476239,0.1897876643073812,0.12287664307381194,0.8013526057552048,0.4003642966787216,0.31101644390272476,0.20018214833936082,0.15550822195136238,0.814238042269188,0.38167216144377636,0.26378352479494405,0.19083608072188818,0.13189176239747202,"Any[Any[(1, :capital, 1.0), (2, :marital_status, ""Any[1, 5]""), (3, :marital_status, ""Any[1, 3, 4, 5]""), (4, :relationship, ""Any[5]""), (5, :occupation, ""Any[8, 9]""), (6, :marital_status, ""Any[2]""), (7, :occupation, ""Any[4, 10]"")], Any[(1, -0.0), (2, 0.0), (3, 1.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 1.0), (8, 0.0)]]",
