Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.42,10800,0.14326880168827508,1.0,0.7540740740740741,0.42364629598105813,0.0015042015506274986,0.2118231479905291,0.0007521007753137632,0.7573266145073597,0.4003642966787216,0.030780020172727976,0.20018214833936082,0.015390010086363995,0.7422222222222222,0.42304176235813507,0.03529621619211132,0.21152088117906753,0.01764810809605566,"Any[Any[(1, :race, ""Any[2, 3]""), (2, :marital_status, ""Any[1]""), (3, :education, ""Any[1, 2, 3, 4, 6]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
