Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,1,0.06,10800,0.21939344627835988,0.0,0.7696296296296297,0.37957532861476234,0.04742163801820021,0.1897876643073812,0.023710819009100104,0.7810635194271317,0.4003642966787216,0.04716165544755935,0.20018214833936082,0.023580827723779674,0.7675194660734149,0.38167216144377636,0.05589842457705434,0.19083608072188818,0.027949212288527134,"Any[Any[(1, :education, ""Any[1, 2, 3, 4, 6]"")], Any[(1, -0.0), (2, 1.0)]]",
