Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.66,10800,0.09053040495645079,0.907602000079762,0.736,0.24934901679087723,0.0011672802370475965,0.12467450839543859,0.0005836401185237428,0.712,0.4619963369963369,0.10714285714285718,0.23099816849816845,0.0535714285714286,0.712,0.4619963369963369,0.10714285714285718,0.23099816849816845,0.0535714285714286,"Any[Any[(1, :p_status, ""Any[2, 3]""), (2, :guatan, ""Any[1]""), (3, :purpose, ""Any[2, 3, 5, 6, 7, 8, 9]""), (4, :credit_history, ""Any[1, 2]""), (5, :property, ""Any[3, 4]""), (6, :chek_acc, ""Any[2, 3, 4]""), (7, :Credit_amo, 3.0)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
