Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.3,10800,0.17630186741313197,0.7212121666277959,0.7481481481481481,0.42364629598105813,1.8570389514029192e-5,0.2118231479905291,9.285194756959844e-6,0.7508288025460814,0.4003642966787216,0.0020604427568752057,0.20018214833936082,0.0010302213784376488,0.7488888888888889,0.42304176235813507,0.0033222591362125804,0.21152088117906753,0.0016611295681063123,"Any[Any[(1, :race, ""Any[1]""), (2, :capital, 2.0000000000000004), (3, :race, ""Any[1]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 0.0)]]",
