Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.1,10800,0.22091981428785315,0.8932246188956579,0.7546666666666667,0.2749277082061267,0.0011981428785381998,0.1374638541030634,0.0005990714392690721,0.688,0.3714495335918666,0.08384865318100831,0.1857247667959333,0.04192432659050416,0.688,0.3714495335918666,0.08384865318100831,0.1857247667959333,0.04192432659050416,"Any[Any[(1, :saving_amo, ""Any[1]""), (2, :purpose, ""Any[1, 6, 8, 9, 10]""), (3, :purpose, ""Any[6, 8, 10]""), (4, :chek_acc, ""Any[1, 2]""), (5, :credit_history, ""Any[3, 4, 5]""), (6, :chek_acc, ""Any[2, 3, 4]""), (7, :existing_cards, 3.0)], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
