Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.34,10800,0.18175588558855552,0.911076462887083,0.7266666666666667,0.25508800880088006,0.0039878987898789575,0.12754400440044,0.001993949394939465,0.72,0.43265132139812446,0.04731457800511503,0.21632566069906223,0.02365728900255748,0.72,0.43265132139812446,0.04731457800511503,0.21632566069906223,0.02365728900255748,"Any[Any[(1, :chek_acc, ""Any[1, 2]""), (2, :month_duration, 3.0000000000000444), (3, :credit_history, ""Any[2, 3, 4, 5]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, -0.0)]]",
