Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.54,10800,0.12010052805280663,0.9062061870061514,0.7413333333333333,0.25508800880088006,0.002062706270627074,0.12754400440044,0.0010313531353135508,0.696,0.43265132139812446,0.048167092924126215,0.21632566069906223,0.02408354646206312,0.696,0.43265132139812446,0.048167092924126215,0.21632566069906223,0.02408354646206312,"Any[Any[(1, :purpose, ""Any[10]""), (2, :credit_history, ""Any[1, 2, 3, 5]""), (3, :chek_acc, ""Any[1]""), (4, :Housing, ""Any[2]""), (5, :saving_amo, ""Any[2, 4, 5]""), (6, :purpose, ""Any[1, 5, 6, 7, 8]""), (7, :purpose, ""Any[1, 3, 8]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
