Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.3,10800,0.1618005388485737,1.0,0.7722222222222223,0.38817714806054604,0.007853648013775402,0.19408857403027302,0.003926824006887694,0.7805330857976396,0.4003642966787216,0.06141384022461222,0.20018214833936082,0.030706920112306087,0.7766666666666666,0.3847409384288505,0.012175636128308076,0.19237046921442524,0.006087818064154038,"Any[Any[(1, :capital, 2.000000000000014), (2, :capital, 2.0), (3, :occupation, ""Any[3, 5, 6, 7, 8, 11]""), (4, :capital, 2.0), (5, :hours_per_week, 1.0000000000000209), (6, :capital, -1.0), (7, :workclass, ""Any[]"")], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
