Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.52,10800,0.11043788634574561,0.6948201604446519,0.7703703703703704,0.42364629598105813,0.0004147386991442126,0.2118231479905291,0.0002073693495721063,0.7695265879856783,0.4003642966787216,0.004320045063659614,0.20018214833936082,0.0021600225318298277,0.76,0.42304176235813507,0.052108185243818134,0.21152088117906753,0.02605409262190908,"Any[Any[(1, :relationship, ""Any[6]""), (2, :occupation, ""Any[1, 3, 5, 6, 7, 8, 9, 10, 13, 14]""), (3, :education, ""Any[5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
