Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.58,10800,0.09721836510181026,0.7281634727903583,0.7733333333333333,0.3852405648728138,0.003479939830717843,0.19262028243640694,0.00173996991535888,0.7617026919506696,0.4003642966787216,0.009028940723152967,0.20018214833936082,0.004514470361576484,0.7744444444444445,0.3829729911766687,0.001145012460429723,0.19148649558833436,0.0005725062302148476,"Any[Any[(1, :race, ""Any[1, 2, 4]""), (2, :relationship, ""Any[3, 5, 6]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
