Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,3,0.04,10800,0.40257755022917185,1.0,0.6055303521278894,0.6351325494276616,0.5971672067987192,0.1671280276816609,0.18323694496810128,0.6020738820479585,0.6174482569699942,0.6602655873345133,0.16784591194968557,0.1696933962264151,0.5962410887880751,0.6413296826496888,0.47998730371147175,0.17042349726775963,0.17585323190822932,"Any[Any[(1, :sex, ""Any[2]""), (2, :c_charge_degree, ""Any[1]""), (3, :c_charge_degree, ""Any[]""), (4, :age_cat, 2.0000000000000506), (5, :priors_count, 1.9999999999999996), (6, :priors_count, 4.0), (7, :c_charge_degree, ""Any[2]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
