Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.24,10800,0.16950282500974692,1.0,0.7777777777777778,0.38817714806054604,0.0025580671702621904,0.19408857403027302,0.0012790335851311507,0.7761570083543297,0.4003642966787216,0.03525027743519096,0.20018214833936082,0.01762513871759544,0.7844444444444445,0.3847409384288505,0.0322087382810934,0.19237046921442524,0.016104369140546707,"Any[Any[(1, :capital, 2.0000000000000027), (2, :capital, 1.0), (3, :hours_per_week, 1.0), (4, :relationship, ""Any[1, 2, 4]""), (5, :hours_per_week, 4.0), (6, :race, ""Any[5]""), (7, :occupation, ""Any[3, 5, 6, 9, 14]"")], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
