Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.38,10800,0.16202309540731472,0.8698570157469204,0.74,0.3470403086607778,0.002166040545571457,0.17352015433038892,0.0010830202727857285,0.724,0.1372879451746994,0.15998202449163013,0.06864397258734967,0.07999101224581506,0.724,0.1372879451746994,0.15998202449163013,0.06864397258734967,0.07999101224581506,"Any[Any[(1, :property, ""Any[4]""), (2, :chek_acc, ""Any[3, 4]""), (3, :purpose, ""Any[1, 6, 8, 10]""), (4, :credit_history, ""Any[2]""), (5, :purpose, ""Any[1, 4, 5, 7, 8, 10]""), (6, :chek_acc, ""Any[1]""), (7, :Housing, ""Any[1, 2]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
