Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.44,10800,0.12774383371120565,1.0,0.772962962962963,0.38817714806054604,0.0013706658419763429,0.19408857403027302,0.0006853329209881853,0.7785439596870442,0.4003642966787216,0.05618048573425434,0.20018214833936082,0.028090242867127205,0.7788888888888889,0.3847409384288505,0.01600128285159584,0.19237046921442524,0.008000641425797914,"Any[Any[(1, :fnlwgt, 3.999999999999997), (2, :occupation, ""Any[3, 5, 6, 8, 11, 14]""), (3, :occupation, ""Any[12]""), (4, :hours_per_week, 2.999999999999999), (5, :capital, 1.9999999999999947), (6, :capital, 3.0), (7, :relationship, ""Any[2, 3, 4]"")], Any[(1, -0.0), (2, -0.0), (3, 0.0), (4, 1.0), (5, 0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
