Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.12,10800,0.19808438253327876,1.0,0.7762962962962963,0.38817714806054604,0.010209360616837831,0.19408857403027302,0.005104680308418902,0.7801352605755205,0.4003642966787216,0.053465271854390435,0.20018214833936082,0.02673263592719522,0.7833333333333333,0.3847409384288505,0.028967247195193863,0.19237046921442524,0.014483623597596945,"Any[Any[(1, :capital, 2.0), (2, :hours_per_week, 3.0), (3, :capital, 0.0), (4, :hours_per_week, 4.000000000000004), (5, :capital, 1.0), (6, :age_group, 2.0), (7, :occupation, ""Any[1, 4, 10, 12, 13]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 0.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
