Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.64,10800,0.07734238201867433,1.0,0.8037037037037037,0.38817714806054604,0.010430805237547053,0.19408857403027302,0.00521540261877354,0.796843919904522,0.4003642966787216,0.013505135860996026,0.20018214833936082,0.006752567930497971,0.8133333333333334,0.3847409384288505,0.0300553802452308,0.19237046921442524,0.0150276901226154,"Any[Any[(1, :relationship, ""Any[2, 4, 6]""), (2, :relationship, ""Any[1, 5, 6]""), (3, :education, ""Any[1, 3, 4, 6]"")], Any[(1, 1.0), (2, 0.0), (3, -0.0), (4, 1.0)]]",
