Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.04,10800,0.21483237369126063,0.9211205855613003,0.7803703703703704,0.42364629598105813,0.09969823117039885,0.2118231479905291,0.0498491155851994,0.772841798170004,0.4003642966787216,0.08645000910741696,0.20018214833936082,0.04322500455370848,0.7777777777777778,0.42304176235813507,0.13161943410109478,0.21152088117906753,0.06580971705054738,"Any[Any[(1, :capital, 1.9999999999999982), (2, :capital, 1.0), (3, :education, ""Any[1, 2, 5, 6]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
