Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.86,10800,0.03665081617223287,0.8924544125958583,0.7426666666666667,0.28925882246212464,0.0007257552390456251,0.14462941123106232,0.0003628776195228056,0.7,0.32965578111209176,0.11297440423654015,0.16482789055604585,0.056487202118270075,0.7,0.32965578111209176,0.11297440423654015,0.16482789055604585,0.056487202118270075,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :installment, ""Any[2, 3]""), (3, :installment, ""Any[2, 3]""), (4, :Credit_amo, 0.0), (5, :purpose, ""Any[2, 3, 5, 7, 8, 10]""), (6, :Housing, ""Any[2]""), (7, :purpose, ""Any[1, 2, 3, 4, 7, 8]"")], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
