Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.58,10800,0.08479919110211684,0.7005941725304674,0.8033333333333333,0.37957532861476234,0.0037917087967643537,0.1897876643073812,0.0018958543983822185,0.8069221588648721,0.4003642966787216,0.12487159344490653,0.20018214833936082,0.06243579672245328,0.8086763070077865,0.38167216144377636,0.0005361685622696233,0.19083608072188818,0.0002680842811348394,"Any[Any[(1, :relationship, ""Any[2, 3, 4, 5, 6]""), (2, :relationship, ""Any[1, 6]""), (3, :occupation, ""Any[2, 4, 10]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
