Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.82,10800,0.04985004412390841,0.9053609769914993,0.724,0.2749277082061267,0.0002073708828238957,0.1374638541030634,0.00010368544141192704,0.712,0.3714495335918666,0.02012367676344204,0.1857247667959333,0.010061838381721033,0.712,0.3714495335918666,0.02012367676344204,0.1857247667959333,0.010061838381721033,"Any[Any[(1, :purpose, ""Any[9, 10]""), (2, :Housing, ""Any[1]""), (3, :credit_history, ""Any[3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
