Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.6,10800,0.10785517311401514,0.8738680796968076,0.7306666666666667,0.3470403086607778,0.00020306630114724777,0.17352015433038892,0.00010153315057359613,0.752,0.1372879451746994,0.14807325019660714,0.06864397258734967,0.07403662509830355,0.752,0.1372879451746994,0.14807325019660714,0.06864397258734967,0.07403662509830355,"Any[Any[(1, :purpose, ""Any[5, 9]""), (2, :credit_history, ""Any[2, 5]""), (3, :purpose, ""Any[1, 2, 3, 4, 5, 10]""), (4, :guatan, ""Any[1, 2]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :credit_history, ""Any[3, 4, 5]""), (7, :chek_acc, ""Any[1]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
