Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.96,10800,0.010506666666666678,0.9067698648037364,0.7373333333333333,0.25508800880088006,0.0,0.12754400440044,0.0,0.724,0.43265132139812446,0.037510656436487586,0.21632566069906223,0.018755328218243772,0.724,0.43265132139812446,0.037510656436487586,0.21632566069906223,0.018755328218243772,"Any[Any[(1, :no_people, 0.9999999999999964), (2, :chek_acc, ""Any[3, 4]""), (3, :credit_history, ""Any[1, 2, 4, 5]""), (4, :present_resident, 3.0), (5, :month_duration, 3.0), (6, :Housing, ""Any[1, 2]""), (7, :purpose, ""Any[1, 2, 3, 5]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
