Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.24,10800,0.17349497017728543,1.0,0.7718518518518519,0.3852405648728138,0.0004265732695718505,0.19262028243640694,0.00021328663478592524,0.7603766078769394,0.4003642966787216,0.012885991990287532,0.20018214833936082,0.00644299599514378,0.7666666666666667,0.3829729911766687,0.016569003839159463,0.19148649558833436,0.008284501919579718,"Any[Any[(1, :education, ""Any[1, 5]""), (2, :occupation, ""Any[4, 7, 10]""), (3, :occupation, ""Any[9]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, 0.0)]]",
