Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.06,10800,0.2545582455071139,0.9182017519088181,0.7306666666666667,0.3470403086607778,0.023081869563745833,0.17352015433038892,0.011540934781872902,0.744,0.1372879451746994,0.1849230423547916,0.06864397258734967,0.09246152117739581,0.744,0.1372879451746994,0.1849230423547916,0.06864397258734967,0.09246152117739581,"Any[Any[(1, :existing_cards, 2.0), (2, :purpose, ""Any[1, 2, 3, 4, 10]""), (3, :p_status, ""Any[1, 2, 4]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :purpose, ""Any[1, 2, 7]""), (7, :saving_amo, ""Any[2, 3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
