Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.76,10800,0.0648851584659105,0.9030541635024042,0.7306666666666667,0.2749277082061267,0.0003225769288372482,0.1374638541030634,0.00016128846441865186,0.704,0.3714495335918666,0.011738811445341168,0.1857247667959333,0.005869405722670584,0.704,0.3714495335918666,0.011738811445341168,0.1857247667959333,0.005869405722670584,"Any[Any[(1, :purpose, ""Any[1, 6, 8]""), (2, :chek_acc, ""Any[1, 2]""), (3, :credit_history, ""Any[2, 3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
