Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.14,10800,0.21554383374228345,1.0,0.7585185185185185,0.42364629598105813,0.05621256905863608,0.2118231479905291,0.028106284529318005,0.7546744463598992,0.4003642966787216,0.0578093893858071,0.20018214833936082,0.028904694692903517,0.7555555555555555,0.42304176235813507,0.07939976365136348,0.21152088117906753,0.03969988182568174,"Any[Any[(1, :relationship, ""Any[3, 4, 5]""), (2, :workclass, ""Any[2]""), (3, :workclass, ""Any[]""), (4, :age_group, 2.0000000000000075), (5, :occupation, ""Any[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]""), (6, :relationship, ""Any[]""), (7, :capital, 1.0000000000000258)], Any[(1, 0.0), (2, -0.0), (3, -0.0), (4, 0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
