Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,2,0.32,10800,0.19143662909939888,0.8791936199568857,0.7186666666666667,0.3470403086607778,0.0004061326022946343,0.17352015433038892,0.00020306630114730329,0.724,0.1372879451746994,0.13706325132007632,0.06864397258734967,0.06853162566003812,0.724,0.1372879451746994,0.13706325132007632,0.06864397258734967,0.06853162566003812,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :purpose, ""Any[1, 3, 4, 6, 7, 8, 10]""), (3, :purpose, ""Any[1, 2, 3, 4, 5, 7, 8, 9, 10]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
