Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.92,10800,0.020165232906404325,1.0,0.7481481481481481,0.42364629598105813,1.8570389514029192e-5,0.2118231479905291,9.285194756959844e-6,0.7501657605092162,0.4003642966787216,0.004153463586781675,0.20018214833936082,0.0020767317933908236,0.7477777777777778,0.42304176235813507,0.0,0.21152088117906753,0.0,"Any[Any[(1, :relationship, ""Any[3, 5]""), (2, :capital, 2.0), (3, :workclass, ""Any[4]""), (4, :native_country, ""Any[]""), (5, :occupation, ""Any[1, 3, 4, 6, 8, 9, 10, 12, 14]""), (6, :relationship, ""Any[2, 6]""), (7, :workclass, ""Any[4]"")], Any[(1, 0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, -0.0), (7, 0.0), (8, -0.0)]]",
