Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.04,10800,0.21325600792619,1.0,0.7811111111111111,0.38817714806054604,0.07806686482142204,0.19408857403027302,0.03903343241071104,0.7810635194271317,0.4003642966787216,0.12830721604317627,0.20018214833936082,0.06415360802158818,0.7866666666666666,0.3847409384288505,0.08258357148175088,0.19237046921442524,0.041291785740875435,"Any[Any[(1, :capital, 1.9999999999999964), (2, :occupation, ""Any[5, 11, 13]""), (3, :hours_per_week, 2.000000000000033), (4, :capital, 1.000000000000032), (5, :occupation, ""Any[]""), (6, :occupation, ""Any[1, 5, 6, 7, 8, 9, 14]""), (7, :age_group, 3.999999999999997)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
