Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.46,10800,0.12986263616555305,1.0,0.7596296296296297,0.3958333333333333,0.00013616557734211915,0.19791666666666669,6.808278867102141e-5,0.7610396499138046,0.4003642966787216,0.019017730977334224,0.20018214833936082,0.009508865488667084,0.7555555555555555,0.39460784313725483,0.0359477124183007,0.19730392156862744,0.017973856209150325,"Any[Any[(1, :relationship, ""Any[4, 5]""), (2, :workclass, ""Any[1]""), (3, :workclass, ""Any[1, 2, 4]""), (4, :education, ""Any[2]""), (5, :age_group, 1.0000000000000246), (6, :education, ""Any[1, 2, 3, 4, 6]""), (7, :relationship, ""Any[3]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
