Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.72,10800,0.07731304785274497,0.9050776400421592,0.7266666666666667,0.2749277082061267,0.0010829368325249444,0.1374638541030634,0.0005414684162624583,0.72,0.3714495335918666,0.07923697725605283,0.1857247667959333,0.039618488628026416,0.72,0.3714495335918666,0.07923697725605283,0.1857247667959333,0.039618488628026416,"Any[Any[(1, :purpose, ""Any[6, 8]""), (2, :chek_acc, ""Any[2, 3, 4]""), (3, :credit_history, ""Any[3, 4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
