Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.18,10800,0.2059992122354914,0.9020675974134267,0.7493333333333333,0.24934901679087723,0.0025141420490257804,0.12467450839543859,0.0012570710245128902,0.712,0.4619963369963369,0.025641025641025578,0.23099816849816845,0.012820512820512775,0.712,0.4619963369963369,0.025641025641025578,0.23099816849816845,0.012820512820512775,"Any[Any[(1, :chek_acc, ""Any[1, 2]""), (2, :purpose, ""Any[2, 4, 5, 9, 10]""), (3, :present_employmment, ""Any[5]""), (4, :credit_history, ""Any[1]""), (5, :property, ""Any[2, 3, 4]""), (6, :present_resident, -1.0), (7, :month_duration, 0.0)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, 0.0), (8, 1.0)]]",
