Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.34,10800,0.17620712762716578,0.8726126038915163,0.7333333333333333,0.3470403086607778,0.0006091989034420001,0.17352015433038892,0.00030459945172101044,0.708,0.1372879451746994,0.05257836198179984,0.06864397258734967,0.02628918099089994,0.708,0.1372879451746994,0.05257836198179984,0.06864397258734967,0.02628918099089994,"Any[Any[(1, :guatan, ""Any[2]""), (2, :chek_acc, ""Any[4]""), (3, :credit_history, ""Any[1, 2]""), (4, :property, ""Any[2]""), (5, :Credit_amo, 1.9999999999999967), (6, :Housing, ""Any[1, 3]""), (7, :Housing, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
