Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.86,10800,0.03931702803228299,0.8997474185778332,0.72,0.28925882246212464,0.00013607910732105905,0.14462941123106232,6.803955366052605e-5,0.7,0.32965578111209176,0.0904677846425419,0.16482789055604585,0.04523389232127095,0.7,0.32965578111209176,0.0904677846425419,0.16482789055604585,0.04523389232127095,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :purpose, ""Any[5, 9, 10]""), (3, :Housing, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
