Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.74,10800,0.06150079017338075,1.0,0.7651851851851852,0.37957532861476234,0.0006066734074823138,0.1897876643073812,0.00030333670374114996,0.7636918180612651,0.4003642966787216,0.04686845279027986,0.20018214833936082,0.023434226395139937,0.7630700778642937,0.38167216144377636,0.02886183962856069,0.19083608072188818,0.014430919814280338,"Any[Any[(1, :relationship, ""Any[2, 3]""), (2, :workclass, ""Any[1]""), (3, :workclass, ""Any[2]""), (4, :native_country, ""Any[1]""), (5, :occupation, ""Any[2, 3, 4, 5, 6, 7, 9, 12]""), (6, :native_country, ""Any[]""), (7, :occupation, ""Any[10]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
