Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,2,0.1,10800,0.24748877887788692,0.9109470576390358,0.7253333333333334,0.25508800880088006,0.002887788778877909,0.12754400440044,0.0014438943894389267,0.688,0.43265132139812446,0.049872122762148335,0.21632566069906223,0.02493606138107418,0.688,0.43265132139812446,0.049872122762148335,0.21632566069906223,0.02493606138107418,"Any[Any[(1, :purpose, ""Any[1, 2, 5, 6, 7, 8]""), (2, :chek_acc, ""Any[2, 3, 4]""), (3, :month_duration, 2.999999999999984)], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
