Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.18,10800,0.1890530501089232,1.0,0.7818518518518518,0.3958333333333333,0.056508714596949866,0.19791666666666669,0.028254357298474947,0.7811961278345048,0.4003642966787216,0.07842344594166281,0.20018214833936082,0.03921172297083139,0.7777777777777778,0.39460784313725483,0.04697712418300657,0.19730392156862744,0.023488562091503275,"Any[Any[(1, :education, ""Any[5]""), (2, :marital_status, ""Any[1, 2, 4, 5]""), (3, :education, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
