Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.72,10800,0.07030162937846404,0.7569271036163944,0.7496296296296296,0.38817714806054604,0.0002748967705356875,0.19408857403027302,0.00013744838526782988,0.7452592494364143,0.4003642966787216,0.06375191877628408,0.20018214833936082,0.031875959388142056,0.7422222222222222,0.3847409384288505,0.020502717469117165,0.19237046921442524,0.010251358734558541,"Any[Any[(1, :occupation, ""Any[1, 6, 10, 13]""), (2, :education, ""Any[1, 5]""), (3, :workclass, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0)]]",
