Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.22,10800,0.19297225274300098,1.0,0.7666666666666667,0.42364629598105813,0.04987387610455135,0.2118231479905291,0.024936938052275648,0.7685983291340671,0.4003642966787216,0.031134206414991733,0.20018214833936082,0.015567103207495853,0.7566666666666667,0.42304176235813507,0.021717318111886458,0.21152088117906753,0.01085865905594327,"Any[Any[(1, :race, ""Any[1, 2, 3, 5]""), (2, :education, ""Any[5]""), (3, :relationship, ""Any[4, 5, 6]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
