Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.64,10800,0.09242127188601679,0.8903322911247836,0.744,0.28925882246212464,0.0004082373219631563,0.14462941123106232,0.00020411866098157816,0.716,0.32965578111209176,0.12224183583406888,0.16482789055604585,0.061120917917034445,0.716,0.32965578111209176,0.12224183583406888,0.16482789055604585,0.061120917917034445,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :chek_acc, ""Any[2, 3, 4]""), (3, :Housing, ""Any[1, 3]""), (4, :no_people, -2.0), (5, :purpose, ""Any[1, 7, 8, 9, 10]""), (6, :foreign_worker, ""Any[2]""), (7, :purpose, ""Any[1, 2, 3, 7]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
