Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.76,10800,0.056591721132867825,0.7314094765855781,0.7659259259259259,0.3958333333333333,0.0005446623093681505,0.19791666666666669,0.0002723311546840926,0.7703222384299164,0.4003642966787216,0.005512113666982989,0.20018214833936082,0.0027560568334915395,0.7611111111111111,0.39460784313725483,0.0388071895424837,0.19730392156862744,0.01940359477124183,"Any[Any[(1, :capital, 2.0000000000000187), (2, :fnlwgt, 3.0), (3, :occupation, ""Any[1, 4, 8, 10]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
