Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.1,10800,0.21096732026143294,1.0,0.7674074074074074,0.3958333333333333,0.01633986928104572,0.19791666666666669,0.008169934640522875,0.7627635592096539,0.4003642966787216,0.011468605088759166,0.20018214833936082,0.005734302544379601,0.7644444444444445,0.39460784313725483,0.01593137254901958,0.19730392156862744,0.007965686274509803,"Any[Any[(1, :capital, 1.9999999999999982), (2, :fnlwgt, 2.999999999999999), (3, :occupation, ""Any[1, 10, 12, 13]""), (4, :fnlwgt, 0.0), (5, :education, ""Any[2, 4, 5]""), (6, :age_group, 3.0), (7, :fnlwgt, 2.999999999999975)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, 0.0), (7, 0.0), (8, -0.0)]]",
