Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.26,10800,0.1666906419072821,1.0,0.7748148148148148,0.38817714806054604,0.00020617257790170318,0.19408857403027302,0.00010308628895086547,0.7792070017239093,0.4003642966787216,0.0517631879008567,0.20018214833936082,0.02588159395042837,0.7833333333333333,0.3847409384288505,0.009518300679796782,0.19237046921442524,0.004759150339898405,"Any[Any[(1, :capital, 2.0000000000000253), (2, :age_group, 0.0), (3, :age_group, 1.000000000000011), (4, :capital, 1.0000000000000293), (5, :fnlwgt, 2.0), (6, :relationship, ""Any[1, 4]""), (7, :occupation, ""Any[1, 4, 10, 11, 12, 13]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
