Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.14,10800,0.19003875060197875,1.0,0.8051851851851852,0.38817714806054604,0.1607000704422974,0.19408857403027302,0.08035003522114872,0.8014852141625779,0.4003642966787216,0.21071321105054652,0.20018214833936082,0.10535660552527326,0.8044444444444444,0.3847409384288505,0.14656579482392293,0.19237046921442524,0.07328289741196145,"Any[Any[(1, :age_group, 2.0000000000000298), (2, :relationship, ""Any[1, 6]""), (3, :race, ""Any[2, 4]""), (4, :education, ""Any[2, 5]""), (5, :hours_per_week, 0.0), (6, :occupation, ""Any[1, 4, 6, 8, 9, 11, 13]""), (7, :capital, 2.0)], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
