Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.16,10800,0.19782486953441528,1.0,0.7681481481481481,0.42364629598105813,0.019183212367879433,0.2118231479905291,0.009591606183939706,0.773239623392123,0.4003642966787216,0.0010975440465978911,0.20018214833936082,0.0005487720232989421,0.7688888888888888,0.42304176235813507,0.045909607795045604,0.21152088117906753,0.0229548038975228,"Any[Any[(1, :race, ""Any[1, 2]""), (2, :capital, 1.000000000000028), (3, :capital, 2.0), (4, :race, ""Any[2]""), (5, :relationship, ""Any[6]""), (6, :occupation, ""Any[2, 9, 11, 13]""), (7, :occupation, ""Any[3, 5, 6, 7, 8, 11, 13, 14]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 0.0), (7, -0.0), (8, 1.0)]]",
