Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.1,10800,0.20453033367037332,1.0,0.7755555555555556,0.37957532861476234,0.025303336703741165,0.1897876643073812,0.012651668351870572,0.7770852672059408,0.4003642966787216,0.03135422877029,0.20018214833936082,0.01567711438514504,0.7797552836484983,0.38167216144377636,0.060107918182958936,0.19083608072188818,0.030053959091479482,"Any[Any[(1, :capital, 4.0), (2, :capital, 2.0), (3, :capital, -1.0), (4, :fnlwgt, 0.0), (5, :occupation, ""Any[1, 4, 10, 12, 13, 14]""), (6, :capital, 1.9999999999999964), (7, :capital, -1.0)], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, 0.0), (5, 1.0), (6, 0.0), (7, 0.0), (8, 1.0)]]",
