Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.0,10800,0.23599999999999996,1.0,0.764,0.25508800880088006,0.26732673267326734,0.12754400440044,0.13366336633663367,0.668,0.43265132139812446,0.1675191815856778,0.21632566069906223,0.0837595907928389,0.668,0.43265132139812446,0.1675191815856778,0.21632566069906223,0.0837595907928389,"Any[Any[(1, :chek_acc, ""Any[1]""), (2, :credit_history, ""Any[5]""), (3, :month_duration, 2.99999999999999), (4, :purpose, ""Any[1, 2, 4, 5, 10]""), (5, :saving_amo, ""Any[1, 2, 5]""), (6, :purpose, ""Any[1, 2, 4, 5, 6, 7, 8, 9, 10]""), (7, :Housing, ""Any[1]"")], Any[(1, 1.0), (2, 0.0), (3, 0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 0.0), (8, 1.0)]]",
