Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_1.csv,compas_test_1.csv,0,4629,2,0.08,10800,0.38467474269238117,1.0,0.6472240224670556,0.6351325494276616,0.7515105420258683,0.1671280276816609,0.19747899159663862,0.6519766688269605,0.6174482569699942,0.8141105828408665,0.16784591194968557,0.21230345911949688,0.6526247569669476,0.6413296826496888,0.7640527272927637,0.17042349726775963,0.2053383774695251,"Any[Any[(1, :priors_count, 2.000000000000023), (2, :priors_count, 3.0), (3, :age_cat, 2.0)], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, 0.0)]]",
