Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.7,10800,0.08317096346815844,0.9054606063604664,0.724,0.2749277082061267,0.0005299478116611578,0.1374638541030634,0.0002649739058305789,0.7,0.3714495335918666,0.0890891940048213,0.1857247667959333,0.044544597002410646,0.7,0.3714495335918666,0.0890891940048213,0.1857247667959333,0.044544597002410646,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :guatan, ""Any[2]""), (3, :purpose, ""Any[2, 7, 9]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 0.0)]]",
